STT,Thực thể nguồn (Source),Loại nguồn (Type),Mã CUI nguồn,Chỉ số nguồn (Attributes),Quan hệ lâm sàng (Relation),Thực thể đích (Target),Loại đích (Type),Mã CUI đích,Chỉ số đích (Attributes),Bằng chứng văn bản gốc (Evidence Span),Tài liệu nguồn
735,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,Dẫn đến biến chứng,Suy thận,Complication,C1565489,,"Tổn thương cơ quan đích bao gồm bệnh não do tăng huyết áp, tiền sản giật và sản giật, suy thất tâm thất trái cấp tính có phù phổi, thiếu máu cơ tim, tách thành động mạch chủ cấp và suy thận.",02_thuocdieutri.txt
736,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,Dẫn đến biến chứng,Thiếu máu cơ tim,Complication,C0151744,,"Tổn thương cơ quan đích bao gồm bệnh não do tăng huyết áp, tiền sản giật và sản giật, suy thất tâm thất trái cấp tính có phù phổi, thiếu máu cơ tim, tách thành động mạch chủ cấp và suy thận.",02_thuocdieutri.txt
737,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,Dẫn đến biến chứng,Tiền sản giật và sản giật,Complication,C5574918,,"Tổn thương cơ quan đích bao gồm bệnh não do tăng huyết áp, tiền sản giật và sản giật, suy thất tâm thất trái cấp tính có phù phổi, thiếu máu cơ tim, tách thành động mạch chủ cấp và suy thận.",02_thuocdieutri.txt
738,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,Dẫn đến biến chứng,Tổn thương cơ quan đích,Complication,C3887506,,"(Tăng huyết áp cấp tính nặng) Tăng huyết áp cấp cứu là tăng huyết áp nặng (thường được xác định là huyết áp tâm thu (HA) >= 180 mm Hg và/hoặc huyết áp tâm trương >= 120 mm Hg) có dấu hiệu tổn thương các cơ quan đích (chủ yếu là não, hệ tim mạch và thận).",02_thuocdieutri.txt
739,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,Là nguyên nhân gây ra,Tăng huyết áp,Disease,C0020538,,"Dạng này là điển hình của tăng huyết áp nguyên phát và tăng huyết áp do cường aldosteron nguyên phát, u tủy thượng thận, bệnh mạch thận và bệnh nhu mô thận.",01_tanghuyetap.txt
740,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,Xác định ngưỡng chẩn đoán cho,Tăng huyết áp khẩn cấp,DiseaseSubtype,C0745138,,Ngay cả tăng huyết áp nặng (thường được định nghĩa là huyết áp tâm thu >= 180 mm Hg và/hoặc huyết áp tâm trương >= 120 mm Hg) cũng có thể không có triệu chứng (tăng huyết áp khẩn cấp).,01_tanghuyetap.txt
741,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,Có dấu hiệu thực thể,Buồn nôn và nôn,Sign,C0027498,,"Các dấu hiệu đó có thể bao gồm co giật hoặc các triệu chứng thần kinh khu trú, xuất huyết võng mạc, đau ngực, khó thở hoặc buồn nôn và nôn.",01_tanghuyetap.txt
742,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,Có dấu hiệu thực thể,Co giật,Sign,C0036572,,Khi có dấu hiệu của tăng huyết áp cấp cứu cần hạ huyết áp ngay lập tức với các thuốc hạ áp. Các dấu hiệu đó có thể bao gồm co giật,01_tanghuyetap.txt
743,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,Có dấu hiệu thực thể,Khó thở,Symptom,C0013404,,"Các dấu hiệu đó có thể bao gồm co giật hoặc các triệu chứng thần kinh khu trú, xuất huyết võng mạc, đau ngực, khó thở",01_tanghuyetap.txt
744,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,Có dấu hiệu thực thể,Triệu chứng thần kinh khu trú,Sign,C0746857,,Các dấu hiệu đó có thể bao gồm co giật hoặc các triệu chứng thần kinh khu trú,01_tanghuyetap.txt
745,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,Có dấu hiệu thực thể,Xuất huyết võng mạc,Sign,C0035317,,"Các dấu hiệu đó có thể bao gồm co giật hoặc các triệu chứng thần kinh khu trú, xuất huyết võng mạc, đau ngực, khó thở hoặc buồn nôn và nôn.",01_tanghuyetap.txt
746,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,Có dấu hiệu thực thể,Đau ngực,Sign,C0008031,,"Các dấu hiệu đó có thể bao gồm co giật hoặc các triệu chứng thần kinh khu trú, xuất huyết võng mạc, đau ngực, khó thở hoặc buồn nôn và nôn.",01_tanghuyetap.txt
747,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,Là phân loại / thể bệnh của,Tăng huyết áp,Disease,C0020538,,(Xem thêm Tăng huyết áp và các trường hợp tăng huyết áp cấp cứu.),02_thuocdieutri.txt
748,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,Dẫn đến biến chứng,Bóc tách động mạch chủ cấp,Complication,Chưa có,,"Tổn thương cơ quan đích bao gồm bệnh não do tăng huyết áp, tiền sản giật và sản giật, suy thất tâm thất trái cấp tính có phù phổi, thiếu máu cơ tim, tách thành động mạch chủ cấp và suy thận.",02_thuocdieutri.txt
749,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,Dẫn đến biến chứng,Bệnh não do tăng huyết áp,Disease,C0151620,,Tổn thương cơ quan đích bao gồm bệnh não do tăng huyết áp,02_thuocdieutri.txt
750,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,Dẫn đến biến chứng,Bệnh não tăng huyết áp,Complication,C0151620,,Tổn thương cơ quan đích bao gồm bệnh não do tăng huyết áp,02_thuocdieutri.txt
751,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,Dẫn đến biến chứng,Suy thất trái cấp tính,Complication,C1306063,,"Tổn thương cơ quan đích bao gồm bệnh não do tăng huyết áp, tiền sản giật và sản giật, suy thất tâm thất trái cấp tính có phù phổi, thiếu máu cơ tim, tách thành động mạch chủ cấp và suy thận.",02_thuocdieutri.txt
752,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,Dẫn đến biến chứng,Suy thất trái cấp tính có phù phổi,Complication,Chưa có,,"Tổn thương cơ quan đích bao gồm bệnh não do tăng huyết áp, tiền sản giật và sản giật, suy thất tâm thất trái cấp tính có phù phổi, thiếu máu cơ tim, tách thành động mạch chủ cấp và suy thận.",02_thuocdieutri.txt
753,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,Dẫn đến biến chứng,Suy thận,Complication,C1565489,,"Tổn thương cơ quan đích bao gồm bệnh não do tăng huyết áp, tiền sản giật và sản giật, suy thất tâm thất trái cấp tính có phù phổi, thiếu máu cơ tim, tách thành động mạch chủ cấp và suy thận.",02_thuocdieutri.txt
754,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,Dẫn đến biến chứng,Thiếu máu cơ tim,Complication,C0151744,,"Tổn thương cơ quan đích bao gồm bệnh não do tăng huyết áp, tiền sản giật và sản giật, suy thất tâm thất trái cấp tính có phù phổi, thiếu máu cơ tim, tách thành động mạch chủ cấp và suy thận.",02_thuocdieutri.txt
755,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,Dẫn đến biến chứng,Tiền sản giật và sản giật,Complication,C5574918,,"Tổn thương cơ quan đích bao gồm bệnh não do tăng huyết áp, tiền sản giật và sản giật, suy thất tâm thất trái cấp tính có phù phổi, thiếu máu cơ tim, tách thành động mạch chủ cấp và suy thận.",02_thuocdieutri.txt
756,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,Dẫn đến biến chứng,Tổn thương cơ quan đích,Complication,C3887506,,"(Tăng huyết áp cấp tính nặng) Tăng huyết áp cấp cứu là tăng huyết áp nặng (thường được xác định là huyết áp tâm thu (HA) >= 180 mm Hg và/hoặc huyết áp tâm trương >= 120 mm Hg) có dấu hiệu tổn thương các cơ quan đích (chủ yếu là não, hệ tim mạch và thận).",02_thuocdieutri.txt
757,Tăng huyết áp thứ phát,DiseaseSubtype,C0155616,,Là nguyên nhân gây ra,Tăng huyết áp kháng trị,DiseaseSubtype,C1834155,,Nguyên nhân thứ phát gây tăng huyết áp phải được loại trừ khi đánh giá tình trạng tăng huyết áp kháng trị.,01_tanghuyetap.txt
758,Tăng huyết áp tâm thu do lượng natri lớn: 10 - 20 mmHg,Measurement,Chưa có,Thông số: Tăng huyết áp tâm thu; min_value: 10; max_value: 20,Xác định ngưỡng chẩn đoán cho,Tăng huyết áp,Disease,C0020538,,"Khi lượng oxit nitric giảm, lượng natri lớn (ví dụ: bữa ăn mặn) có thể làm tăng huyết áp tâm thu từ 10 đến 20 mm Hg.",01_tanghuyetap.txt
759,Tăng huyết áp áo choàng trắng,DiseaseSubtype,C0262534,,Dẫn đến biến chứng,Biến cố tim mạch,Complication,C1320716,,Tăng huyết áp áo choàng trắng không được điều trị dường như có liên quan đến kết quả tim mạch bất lợi hơn so với huyết áp bình thường.,01_tanghuyetap.txt
760,Tăng huyết áp ẩn,DiseaseSubtype,C3178811,,Dẫn đến biến chứng,Nguy cơ tim mạch,Complication,C4324389,,"Tăng huyết áp ẩn và tăng huyết áp ẩn không kiểm soát được (ở những người đang được điều trị) có liên quan đến tăng nguy cơ tim mạch, với tỷ lệ tử vong tương tự như nguy cơ ở những bệnh nhân bị tăng huyết áp kéo dài.",01_tanghuyetap.txt
761,Tăng huyết áp ẩn không kiểm soát được,DiseaseSubtype,Chưa có,,Dẫn đến biến chứng,Nguy cơ tim mạch,Complication,C4324389,,"Tăng huyết áp ẩn và tăng huyết áp ẩn không kiểm soát được (ở những người đang được điều trị) có liên quan đến tăng nguy cơ tim mạch, với tỷ lệ tử vong tương tự như nguy cơ ở những bệnh nhân bị tăng huyết áp kéo dài.",01_tanghuyetap.txt
762,Tăng nguy cơ,RiskFactor,C4699158,,Làm tăng nguy cơ mắc,Đái tháo đường,Disease,C0011849,,Sàng lọc đái tháo đường nên được tiến hành cho người có tăng nguy cơ.,01_daithaoduong.txt
763,Tăng nhu cầu sử dụng corticosteroid đường uống,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Tử vong,Complication,C1306577,,Các yếu tố nguy cơ tử vong bao gồm việc tăng nhu cầu sử dụng corticosteroid đường uống trước khi nhập viện,henphequan.txt
764,Tăng nhu cầu sử dụng corticosteroid đường uống trước khi nhập viện,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Tử vong,Complication,C1306577,,Các yếu tố nguy cơ tử vong bao gồm việc tăng nhu cầu sử dụng corticosteroid đường uống trước khi nhập viện,henphequan.txt
765,Tăng tích lũy mỡ tạng,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Tăng đường huyết,DiseaseSubtype,C0020456,,"Nồng độ glucose cũng có thể trở lại bình thường kéo dài hơn, một phần vì tăng tích lũy mỡ tạng và bụng và giảm khối lượng cơ.",01_daithaoduong.txt
766,Tăng đáp ứng phế quản,Mechanism,C0085129,,Là cơ chế sinh bệnh học của,RADS,Disease,C1299633,,"RADS và hen kích ứng mạn tính có nhiều điểm tương đồng về lâm sàng với hen (ví dụ: thở khò khè, khó thở, ho, có hạn chế luồng khí, tăng đáp ứng phế quản)",henphequan.txt
767,Tăng đường huyết,DiseaseSubtype,C0020456,,Dẫn đến biến chứng,Biến chứng mạch máu,Complication,C0920165,,"Nhiều năm kiểm soát tăng đường huyết kém dẫn tới nhiều biến chứng mạch máu, ảnh hưởng tới mạch máu nhỏ (vi mạch), mạch lớn (mạch máu lớn), hoặc cả hai.",01_daithaoduong.txt
768,Tăng đường huyết,DiseaseSubtype,C0020456,,Dẫn đến biến chứng,Rối loạn chức năng miễn dịch,Complication,C0015674,,Rối loạn chức năng miễn dịch là một biến chứng lớn khác và phát triển từ những tác động trực tiếp của tăng đường huyết trên miễn dịch tế bào.,01_daithaoduong.txt
769,Tăng đường huyết,DiseaseSubtype,C0020456,,Dẫn đến biến chứng,Tử vong,Complication,C1306577,,Tăng đường huyết nội trú có liên quan đến tăng tỷ lệ nhiễm trùng và tỷ lệ tử vong.,01_daithaoduong.txt
770,Tăng đường huyết do căng thẳng,DiseaseSubtype,C0342303,,Dẫn đến biến chứng,Tử vong,Complication,C1306577,,"Tăng đường huyết do căng thẳng như vậy có liên quan đến kết quả xấu, bao gồm tăng tỷ lệ tử vong.",01_daithaoduong.txt
771,Tư vấn dinh dưỡng,Treatment,C0582887,,Điều trị,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,"Đối với cả đái tháo đường loại 1 và loại 2, tư vấn dinh dưỡng với chuyên gia dinh dưỡng nên bổ sung cho tư vấn của bác sĩ",01_daithaoduong.txt
772,Tư vấn dinh dưỡng,Treatment,C0582887,,Điều trị,Đái tháo đường loại 2,DiseaseSubtype,C0011860,,"Đối với cả đái tháo đường loại 1 và loại 2, tư vấn dinh dưỡng với chuyên gia dinh dưỡng nên bổ sung cho tư vấn của bác sĩ",01_daithaoduong.txt
773,Tần suất tự kiểm tra đường huyết ở ĐTĐ Type 1: >= 4 lần/ngày,Measurement,Chưa có,Thông số: Tần suất tự kiểm tra đường huyết; frequency: 4,Xác định ngưỡng chẩn đoán cho,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,Hầu hết bệnh nhân tiểu đường loại 1 đều được hưởng lợi từ việc xét nghiệm ít nhất 4 lần một ngày.,01_daithaoduong.txt
774,Tần suất đợt cấp COPD: 1 - 3 đợt/năm,Measurement,Chưa có,Thông số: Tần suất đợt cấp COPD; min_value: 1; max_value: 3,Xác định ngưỡng chẩn đoán cho,Đợt cấp COPD,DiseaseSubtype,C0340044,,"Khi COPD tiến triển, các đợt cấp tính có xu hướng trở nên thường xuyên hơn, trung bình khoảng 1 đợt đến 3 đợt/năm.",01_copd.txt
775,Tập thể dục,Treatment,C0015259,,Làm tăng nguy cơ mắc,Bệnh hen do tập luyện,Disease,C0004099,,Hen do gắng sức thường có thể được ngăn ngừa bằng dùng thuốc cường beta-2 tác dụng ngắn dạng hít dự phòng hoặc thuốc ổn định tế bào mast trước khi bắt đầu tập thể dục.,henphequan.txt
776,Tập thể dục,Treatment,C0015259,,Làm tăng nguy cơ mắc,Hen do gắng sức,DiseaseSubtype,C0004099,,Hen do gắng sức thường có thể được ngăn ngừa bằng dùng thuốc cường beta-2 tác dụng ngắn dạng hít dự phòng hoặc thuốc ổn định tế bào mast trước khi bắt đầu tập thể dục.,henphequan.txt
777,Tập thể dục,Treatment,C0015259,,Làm tăng nguy cơ mắc,Hen suyễn,Disease,C0004096,,Tập thể dục có thể là một yếu tố khởi phát,henphequan.txt
778,Tập thể dục,Treatment,C0015259,,Điều trị,Đái tháo đường,Disease,C0011849,,"Điều trị bằng chế độ ăn kiêng, tập thể dục và dùng thuốc làm giảm lượng glucose, bao gồm insulin, thuốc hạ đường huyết đường uống và thuốc tiêm không chứa insulin.",01_daithaoduong.txt
779,Tắc nghẽn đường thở,DiseaseSubtype,C0001883,,Là cơ chế sinh bệnh học của,Bệnh phổi tắc nghẽn mạn tính,Disease,C0024117,,Đặc điểm sinh bệnh học chủ yếu của COPD là hạn chế luồng không khí do hẹp đường dẫn khí,01_copd.txt
780,Tắc nghẽn đường thở,DiseaseSubtype,C0001883,,Là cơ chế sinh bệnh học của,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Đặc điểm sinh bệnh học chủ yếu của COPD là hạn chế luồng không khí do hẹp đường dẫn khí,01_copd.txt
781,Tế bào Th2,Mechanism,C0242633,,Là cơ chế sinh bệnh học của,Hen suyễn,Disease,C0004096,,"Ở bệnh nhân hen suyễn, tế bào TH2 và các loại tế bào khác - đặc biệt là bạch cầu ái toan và các tế bào mast, các dưới nhóm CD4+ và bạch cầu trung tính - hình thành quá trình viêm thâm nhiễm lan rộng vào biểu mô và cơ trơn đường thở, dẫn đến sự thay đổi đường thở (như sự viêm trợt, xơ hóa dưới biểu mô, tăng sinh mạch, phì đại cơ trơn).",henphequan.txt
782,Tế bào beta,Mechanism,C0030281,,Gây tổn thương cơ quan,Tuyến tụy,Organ,C0030274,,Quá trình phá hủy tế bào beta ở tuyến tụy tự miễn,01_daithaoduong.txt
783,Tế bào beta,Mechanism,C0030281,,Là cơ chế sinh bệnh học của,Insulin,Mechanism,C1533581,dose: 15 units,cả hai kỹ thuật đều cấy ghép tế bào beta sản xuất insulin một cách hiệu quả,01_daithaoduong.txt
784,Tốc độ giảm FEV1 >= 60 mL/năm,Measurement,Chưa có,Thông số: Tốc độ giảm FEV1; Giá trị: >=60 mL/năm,Xác định ngưỡng chẩn đoán cho,Bệnh phổi tắc nghẽn mạn tính,Disease,C0024117,,"Trong con đường đầu tiên, bệnh nhân có thể có chức năng phổi bình thường ở tuổi trưởng thành sớm, sau đó FEV1 giảm nhanh hơn (>= 60 mL/năm).",01_copd.txt
785,Tốc độ giảm FEV1 >= 60 mL/năm,Measurement,Chưa có,Thông số: Tốc độ giảm FEV1; Giá trị: >=60 mL/năm,Xác định ngưỡng chẩn đoán cho,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Trong con đường đầu tiên, bệnh nhân có thể có chức năng phổi bình thường ở tuổi trưởng thành sớm, sau đó FEV1 giảm nhanh hơn (>= 60 mL/năm).",01_copd.txt
786,Tốc độ giảm FEV1 khoảng 30 mL/năm,Measurement,Chưa có,Thông số: Tốc độ giảm FEV1; Giá trị: 30 mL/năm,Xác định ngưỡng chẩn đoán cho,Bệnh phổi tắc nghẽn mạn tính,Disease,C0024117,,"Ở những bệnh nhân này, COPD có thể biểu hiện sự suy giảm FEV1 bình thường theo tuổi tác (khoảng 30 mL/năm).",01_copd.txt
787,Tốc độ giảm FEV1 khoảng 30 mL/năm,Measurement,Chưa có,Thông số: Tốc độ giảm FEV1; Giá trị: 30 mL/năm,Xác định ngưỡng chẩn đoán cho,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Ở những bệnh nhân này, COPD có thể biểu hiện sự suy giảm FEV1 bình thường theo tuổi tác (khoảng 30 mL/năm).",01_copd.txt
788,Tổn thương cơ quan đích,Complication,C3887506,,Gây tổn thương cơ quan,Hệ tim mạch,Organ,C0007226,,"tổn thương các cơ quan đích (chủ yếu là não, hệ tim mạch và thận)",02_thuocdieutri.txt
789,Tổn thương cơ quan đích,Complication,C3887506,,Gây tổn thương cơ quan,Não,Organ,C0006104,,"tổn thương các cơ quan đích (chủ yếu là não, hệ tim mạch và thận)",02_thuocdieutri.txt
790,Tổn thương cơ quan đích,Complication,C3887506,,Gây tổn thương cơ quan,Thận,Organ,C0022646,,"tổn thương các cơ quan đích (chủ yếu là não, hệ tim mạch và thận)",02_thuocdieutri.txt
791,Tổn thương thận,Complication,C2609414,,Gây tổn thương cơ quan,Hệ thần kinh trung ương,Organ,C3714787,,Tổn thương thận có thể không biểu hiện triệu chứng,02_thuocdieutri.txt
792,Tự chăm sóc,Treatment,C0036592,,Điều trị,Đái tháo đường không ổn định,DiseaseSubtype,C0342302,,Tiếp cận ban đầu là xem xét cẩn thận kĩ thuật tự chăm sóc,01_daithaoduong.txt
793,Tỷ lệ FEV1/FVC,Measurement,Chưa có,Thông số: Tỷ lệ FEV1/FVC,Làm thay đổi / điều biến,Hen suyễn,Disease,C0004096,,"Suy giảm chức năng hoặc suy giảm chức năng sinh lý, suy giảm khách quan ở phổi có thể được đo bằng phương pháp đo phế dung kế, chủ yếu là thể tích thở ra gắng sức trong 1 giây (FEV1) và tỷ lệ giữa FEV1 với dung tích sống gắng sức (FVC), tương quan chặt chẽ với các thành phần chủ quan kiểm soát hen suyễn bao gồm các triệu chứng và các đặc điểm lâm sàng như là",henphequan.txt
794,Tỷ lệ albumin/creatinin niệu,Test,C0455271,,Dùng để chẩn đoán,Tăng huyết áp,Disease,C0020538,,Các xét nghiệm có thể bao gồm Phân tích nước tiểu và tỷ lệ albumin/creatinin niệu,01_tanghuyetap.txt
795,Tỷ lệ mang gen nhạy cảm HLA ở ĐTĐ Type 1: > 90%,Measurement,Chưa có,Thông số: Tỷ lệ mang gen nhạy cảm HLA; Giá trị: >90 %,Xác định ngưỡng chẩn đoán cho,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,chúng xuất hiện trong > 90% bệnh nhân đái tháo đường loại 1,01_daithaoduong.txt
796,Tỷ lệ sống thêm sau 1 năm < 10%,Measurement,Chưa có,Thông số: Tỷ lệ sống thêm sau 1 năm; Giá trị: <10 %,Xác định ngưỡng chẩn đoán cho,Bệnh võng mạc độ 3,DiseaseSubtype,C1443383,,"Nếu không điều trị, tỷ lệ sống thêm sau 1 năm là < 10% ở những bệnh nhân bị xơ võng mạc, xuất tiết bông, hẹp tiểu động mạch và xuất huyết (bệnh võng mạc độ 3)",01_tanghuyetap.txt
797,Tỷ lệ sống thêm sau 1 năm < 5%,Measurement,Chưa có,Thông số: Tỷ lệ sống thêm sau 1 năm; Giá trị: <5 %,Xác định ngưỡng chẩn đoán cho,Bệnh võng mạc độ 4,DiseaseSubtype,C1443384,,và < 5% ở những bệnh nhân có những thay đổi tương tự cộng với phù gai thị (bệnh võng mạc độ 4) ).,01_tanghuyetap.txt
798,Tỷ lệ đường kính động mạch phổi/động mạch chủ lên > 1,Measurement,Chưa có,Thông số: Tỷ lệ đường kính động mạch phổi/động mạch chủ lên; Giá trị: >1,Xác định ngưỡng chẩn đoán cho,Tăng áp động mạch phổi,DiseaseSubtype,C2973725,,Đường kính động mạch phổi mở rộng lớn hơn đường kính động mạch chủ lên gợi ý tăng áp động mạch phổi.,01_copd.txt
799,U hạt do tăng bạch cầu ái toan,Disease,C0014461,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mạn tính,Disease,C0024117,,"Các bệnh lý hệ thống có thể có một phần hạn chế luồng khí gợi ý COPD; các bệnh lý này bao gồm nhiễm HIV, lạm dụng các loại thuốc bất hợp pháp (đặc biệt là cocaine và amphetamine), bệnh sarcoid, hội chứng Sjögren, viêm tiểu phế quản tắc nghẽn, bệnh u cơ trơn mạch bạch huyết và u hạt do tăng bạch cầu ái toan.",01_copd.txt
800,U hạt do tăng bạch cầu ái toan,Disease,C0014461,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Các bệnh lý hệ thống có thể có một phần hạn chế luồng khí gợi ý COPD; các bệnh lý này bao gồm nhiễm HIV, lạm dụng các loại thuốc bất hợp pháp (đặc biệt là cocaine và amphetamine), bệnh sarcoid, hội chứng Sjögren, viêm tiểu phế quản tắc nghẽn, bệnh u cơ trơn mạch bạch huyết và u hạt do tăng bạch cầu ái toan.",01_copd.txt
801,U tế bào ưa crom,Disease,C4551683,,Là nguyên nhân gây ra,Tăng huyết áp,Disease,C0020538,,"Dạng này là điển hình của tăng huyết áp nguyên phát và tăng huyết áp do cường aldosteron nguyên phát, u tủy thượng thận",01_tanghuyetap.txt
802,U tủy thượng thận,Cause,C4551683,,Là nguyên nhân gây ra,Tăng huyết áp,Disease,C0020538,,"Dạng này là điển hình của tăng huyết áp nguyên phát và tăng huyết áp do cường aldosteron nguyên phát, u tủy thượng thận",01_tanghuyetap.txt
803,Ung thư,Disease,C0006826,,Dẫn đến biến chứng,Bệnh phổi tắc nghẽn mạn tính,Disease,C0024117,,"Tỷ lệ tử vong trong COPD có thể do các bệnh đi kèm (ví dụ: bệnh tim mạch, ung thư)",01_copd.txt
804,Ung thư,Disease,C0006826,,Dẫn đến biến chứng,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Tỷ lệ tử vong trong COPD có thể do các bệnh đi kèm (ví dụ: bệnh tim mạch, ung thư)",01_copd.txt
805,Urine glucose test,Test,C0427747,,Dùng để chẩn đoán,Đái tháo đường,Disease,C0011849,,"Đo lượng glucose trong nước tiểu, không sử dụng để chẩn đoán và theo dõi vì không nhạy và không đặc hiệu.",01_daithaoduong.txt
806,Verapamil,Drug,C0042523,,Điều trị,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,Một số dữ liệu cho thấy verapamil có thể bảo tồn chức năng tế bào beta ở bệnh nhân tiểu đường mới được chẩn đoán.,01_daithaoduong.txt
807,Vi rút Epstein-Barr,Cause,C0014644,,Là nguyên nhân gây ra,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,"Một số loại vi rút (bao gồm coxsackievirus, vi rút rubella, cytomegalovirus, vi rút Epstein-Barr, SARS-CoV-2 (1, 2) và retrovirus) có liên quan đến khởi phát của bệnh tiểu đường loại 1.",01_daithaoduong.txt
808,Vi rút Rubella,Cause,C0035924,,Là nguyên nhân gây ra,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,"Một số loại vi rút (bao gồm coxsackievirus, vi rút rubella, cytomegalovirus, vi rút Epstein-Barr, SARS-CoV-2 (1, 2) và retrovirus) có liên quan đến khởi phát của bệnh tiểu đường loại 1.",01_daithaoduong.txt
809,Vi rút nhiễm trùng đường hô hấp trên,Cause,C4039754,,Là nguyên nhân gây ra,Đợt cấp COPD,DiseaseSubtype,C0340044,,các đợt cấp thường được cho là do các vi rút gây các bệnh nhiễm trùng đường hô hấp trên,01_copd.txt
810,Viêm do dị ứng (T2),DiseaseSubtype,Chưa có,,Là phân loại / thể bệnh của,Hen suyễn,Disease,C0004096,,"T2, hoặc viêm do dị ứng, thường được đặc trưng bởi tăng oxit nitric thở ra (FeNO), tăng số lượng bạch cầu ái toan trong máu và tăng IgE huyết thanh và là phân nhóm bệnh hen suyễn được công nhận là phổ biến nhất.",henphequan.txt
